[WARNING] 2025-10-24 10:26:16,605 | django.request | Not Found: /favicon.ico
  File "C:\Users\gauri\AppData\Local\Programs\Python\Python310\lib\site-packages\django\db\models\sql\query.py", line 1415, in build_lookup
    lookup = lookup_class(lhs, rhs)
  File "C:\Users\gauri\AppData\Local\Programs\Python\Python310\lib\site-packages\django\db\models\lookups.py", line 38, in __init__
    self.rhs = self.get_prep_lookup()
  File "C:\Users\gauri\AppData\Local\Programs\Python\Python310\lib\site-packages\django\db\models\fields\related_lookups.py", line 112, in get_prep_lookup
    self.rhs = target_field.get_prep_value(self.rhs)
  File "C:\Users\gauri\AppData\Local\Programs\Python\Python310\lib\site-packages\django\db\models\fields\__init__.py", line 2130, in get_prep_value
    raise e.__class__(
TypeError: Field 'id' expected a number but got <module 'accounts.views.contributor' from 'C:\\Users\\gauri\\IdeaProjects\\oer\\accounts\\views\\contributor\\__init__.py'>.
[ERROR] 2025-10-24 19:55:39,887 | django.server | "GET /dashboard/contributor/ HTTP/1.1" 500 138086
[WARNING] 2025-10-24 19:59:46,661 | django.server | "GET /static/frontend/css/style_contro.css HTTP/1.1" 404 1901
[WARNING] 2025-10-24 20:12:13,382 | django.server | "GET /static/frontend/css/style_contro.css HTTP/1.1" 404 1901
[ERROR] 2025-10-24 20:12:16,156 | django.request | Internal Server Error: /dashboard/contributor/profile/
Traceback (most recent call last):
  File "C:\Users\gauri\AppData\Local\Programs\Python\Python310\lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "C:\Users\gauri\AppData\Local\Programs\Python\Python310\lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "C:\Users\gauri\AppData\Local\Programs\Python\Python310\lib\site-packages\django\contrib\auth\decorators.py", line 59, in _view_wrapper
    return view_func(request, *args, **kwargs)
  File "C:\Users\gauri\IdeaProjects\oer\accounts\views\contributor\contributor_dashboard.py", line 81, in contributor_profile_view
    return render(request, "contributor/contributor_profile.html", context)
  File "C:\Users\gauri\AppData\Local\Programs\Python\Python310\lib\site-packages\django\shortcuts.py", line 25, in render
    content = loader.render_to_string(template_name, context, request, using=using)
  File "C:\Users\gauri\AppData\Local\Programs\Python\Python310\lib\site-packages\django\template\loader.py", line 61, in render_to_string
    template = get_template(template_name, using=using)
  File "C:\Users\gauri\AppData\Local\Programs\Python\Python310\lib\site-packages\django\template\loader.py", line 19, in get_template
    raise TemplateDoesNotExist(template_name, chain=chain)
django.template.exceptions.TemplateDoesNotExist: contributor/contributor_profile.html
[ERROR] 2025-10-24 20:12:16,173 | django.server | "GET /dashboard/contributor/profile/ HTTP/1.1" 500 92054
[ERROR] 2025-10-24 20:13:13,330 | django.request | Internal Server Error: /dashboard/contributor/
Traceback (most recent call last):
  File "C:\Users\gauri\AppData\Local\Programs\Python\Python310\lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "C:\Users\gauri\AppData\Local\Programs\Python\Python310\lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "C:\Users\gauri\AppData\Local\Programs\Python\Python310\lib\site-packages\django\contrib\auth\decorators.py", line 59, in _view_wrapper
    return view_func(request, *args, **kwargs)
  File "C:\Users\gauri\IdeaProjects\oer\accounts\views\contributor\contributor_dashboard.py", line 68, in contributor_dashboard_view
    return render(request, "contributor/contributor_dashboard.html", context)
  File "C:\Users\gauri\AppData\Local\Programs\Python\Python310\lib\site-packages\django\shortcuts.py", line 25, in render
    content = loader.render_to_string(template_name, context, request, using=using)
  File "C:\Users\gauri\AppData\Local\Programs\Python\Python310\lib\site-packages\django\template\loader.py", line 62, in render_to_string
    return template.render(context, request)
  File "C:\Users\gauri\AppData\Local\Programs\Python\Python310\lib\site-packages\django\template\backends\django.py", line 107, in render
    return self.template.render(context)
  File "C:\Users\gauri\AppData\Local\Programs\Python\Python310\lib\site-packages\django\template\base.py", line 171, in render
    return self._render(context)
  File "C:\Users\gauri\AppData\Local\Programs\Python\Python310\lib\site-packages\django\template\base.py", line 163, in _render
    return self.nodelist.render(context)
  File "C:\Users\gauri\AppData\Local\Programs\Python\Python310\lib\site-packages\django\template\base.py", line 1016, in render
    return SafeString("".join([node.render_annotated(context) for node in self]))
  File "C:\Users\gauri\AppData\Local\Programs\Python\Python310\lib\site-packages\django\template\base.py", line 1016, in <listcomp>
    return SafeString("".join([node.render_annotated(context) for node in self]))
  File "C:\Users\gauri\AppData\Local\Programs\Python\Python310\lib\site-packages\django\template\base.py", line 977, in render_annotated
    return self.render(context)
  File "C:\Users\gauri\AppData\Local\Programs\Python\Python310\lib\site-packages\django\template\defaulttags.py", line 480, in render
    url = reverse(view_name, args=args, kwargs=kwargs, current_app=current_app)
  File "C:\Users\gauri\AppData\Local\Programs\Python\Python310\lib\site-packages\django\urls\base.py", line 98, in reverse
    resolved_url = resolver._reverse_with_prefix(view, prefix, *args, **kwargs)
  File "C:\Users\gauri\AppData\Local\Programs\Python\Python310\lib\site-packages\django\urls\resolvers.py", line 831, in _reverse_with_prefix
    raise NoReverseMatch(msg)
django.urls.exceptions.NoReverseMatch: Reverse for 'contributor_profile' not found. 'contributor_profile' is not a valid view function or pattern name.
[ERROR] 2025-10-24 20:13:13,336 | django.server | "GET /dashboard/contributor/ HTTP/1.1" 500 162063
[WARNING] 2025-10-24 20:16:39,430 | django.server | "GET /static/frontend/css/style_contro.css HTTP/1.1" 404 1901
[ERROR] 2025-10-24 20:16:43,825 | django.request | Internal Server Error: /dashboard/contributor/profile/
Traceback (most recent call last):
  File "C:\Users\gauri\AppData\Local\Programs\Python\Python310\lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "C:\Users\gauri\AppData\Local\Programs\Python\Python310\lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "C:\Users\gauri\AppData\Local\Programs\Python\Python310\lib\site-packages\django\contrib\auth\decorators.py", line 59, in _view_wrapper
    return view_func(request, *args, **kwargs)
  File "C:\Users\gauri\IdeaProjects\oer\accounts\views\contributor\contributor_dashboard.py", line 81, in contributor_profile
    return render(request, "contributor/profile.html", context)
  File "C:\Users\gauri\AppData\Local\Programs\Python\Python310\lib\site-packages\django\shortcuts.py", line 25, in render
    content = loader.render_to_string(template_name, context, request, using=using)
  File "C:\Users\gauri\AppData\Local\Programs\Python\Python310\lib\site-packages\django\template\loader.py", line 61, in render_to_string
    template = get_template(template_name, using=using)
  File "C:\Users\gauri\AppData\Local\Programs\Python\Python310\lib\site-packages\django\template\loader.py", line 19, in get_template
    raise TemplateDoesNotExist(template_name, chain=chain)
django.template.exceptions.TemplateDoesNotExist: contributor/profile.html
[ERROR] 2025-10-24 20:16:43,843 | django.server | "GET /dashboard/contributor/profile/ HTTP/1.1" 500 91784
[WARNING] 2025-10-24 20:17:14,260 | django.server | "GET /static/frontend/css/style_contro.css HTTP/1.1" 404 1901
[WARNING] 2025-10-24 20:17:27,766 | django.server | "GET /static/frontend/css/style_contro.css HTTP/1.1" 404 1901
[WARNING] 2025-10-24 20:17:31,814 | django.server | "GET /static/frontend/css/style_contro.css HTTP/1.1" 404 1901
[WARNING] 2025-10-24 20:17:39,142 | django.server | "GET /static/frontend/css/style_contro.css HTTP/1.1" 404 1901
